g19076.t1	MDN3030602.1	51.869	214	103	0	87	300	230	443	3.80e-70	235	N/A	2996319	trigger factor [Candidatus Tisiphia sp.]
g19076.t1	MCC8483539.1	51.869	214	103	0	87	300	230	443	4.92e-70	234	N/A	2878921	trigger factor [Rickettsia endosymbiont of Labidopullus appendiculatus]
g19076.t1	HJD63441.1	51.869	214	103	0	87	300	230	443	6.04e-70	234	N/A	2878926	trigger factor [Rickettsia endosymbiont of Sericostoma sp.]
g19077.t1	WP_341763686.1	80.769	182	35	0	1	182	1	182	5.92e-107	315	N/A	3066262	GNAT family protein [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19077.t1	WP_375327002.1	79.121	182	38	0	1	182	1	182	2.94e-104	308	N/A	3077926	GNAT family N-acetyltransferase [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19077.t1	MCC8397914.1	73.481	181	48	0	1	181	1	181	5.61e-100	297	N/A	2878921	GNAT family N-acetyltransferase [Rickettsia endosymbiont of Labidopullus appendiculatus]
g19077.t1	WP_341756717.1	72.928	181	49	0	1	181	1	181	2.78e-99	295	N/A;N/A;N/A;N/A	2996318;3066263;3077925;3077926	MULTISPECIES: GNAT family N-acetyltransferase [unclassified Candidatus Tisiphia]
g19077.t1	MCC8371326.1	72.376	181	50	0	1	181	1	181	2.23e-98	293	N/A	2878923	GNAT family N-acetyltransferase [Rickettsia endosymbiont of Pseudomimeciton antennatum]
g19078.t1	WP_341764291.1	31.348	319	192	9	361	662	516	824	7.46e-21	112	N/A	3066262	ankyrin repeat domain-containing protein [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19078.t1	GMH36921.1	28.406	345	192	12	362	703	316	608	2.11e-16	97.4	N/A	3041901	hypothetical protein BSKO_04794 [Bryopsis sp. KO-2023]
g19078.t1	GFN88037.1	33.921	227	131	4	324	531	589	815	2.83e-16	97.4	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	34.286	210	118	4	365	570	513	706	2.45e-13	88.2	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	40.714	140	79	2	380	515	291	430	1.27e-11	82.4	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	37.419	155	93	2	368	518	312	466	1.36e-09	75.9	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	37.405	131	78	2	368	494	345	475	4.63e-07	67.8	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	32.530	166	100	5	365	518	740	905	4.84e-05	61.2	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	36.567	134	76	5	395	519	841	974	3.90e-04	58.2	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	GFN88037.1	33.913	115	73	1	408	519	287	401	0.014	53.1	N/A	259542	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit a [Plakobranchus ocellatus]
g19078.t1	WP_188153498.1	33.333	213	120	5	368	574	40	236	3.12e-16	93.2	N/A;N/A	956;1301914	ankyrin repeat domain-containing protein [Wolbachia endosymbiont of Pentalonia nigronervosa]
g19078.t1	WP_188153498.1	29.630	135	89	3	368	496	139	273	1.7	45.4	N/A;N/A	956;1301914	ankyrin repeat domain-containing protein [Wolbachia endosymbiont of Pentalonia nigronervosa]
g19078.t1	CAH3044537.1	28.308	325	166	12	324	619	8	294	5.02e-16	96.7	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	36.842	171	97	3	351	517	420	583	1.53e-14	92.0	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	39.568	139	80	2	383	517	511	649	4.95e-14	90.1	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	28.523	298	157	8	351	619	288	558	1.00e-13	89.4	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	38.129	139	82	2	383	517	247	385	5.87e-11	80.5	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	38.971	136	79	2	383	514	577	712	6.19e-10	77.0	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	35.971	139	85	2	383	517	842	980	5.16e-08	70.9	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	30.114	176	95	3	400	547	1	176	1.24e-07	69.7	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	35.260	173	100	4	348	516	881	1045	2.80e-07	68.6	N/A	104759	unnamed protein product, partial [Porites lobata]
g19078.t1	CAH3044537.1	32.237	152	98	2	371	517	697	848	2.79e-06	65.1	N/A	104759	unnamed protein product, partial [Porites lobata]
g19079.t1	MDR2169899.1	26.705	176	108	6	28	197	19	179	5.77e-06	57.8	N/A	2026779	ankyrin repeat domain-containing protein [Planctomycetaceae bacterium]
g19079.t1	MDR2169899.1	27.660	141	90	5	77	214	28	159	0.004	49.7	N/A	2026779	ankyrin repeat domain-containing protein [Planctomycetaceae bacterium]
g19079.t1	XP_052862706.1	31.724	145	84	6	63	206	366	496	7.03e-06	59.3	N/A	68878	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Anopheles cruzii]
g19079.t1	XP_052862706.1	32.231	121	69	5	86	206	204	311	0.014	49.3	N/A	68878	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Anopheles cruzii]
g19079.t1	XP_052862706.1	31.250	112	67	3	86	197	104	205	0.020	48.9	N/A	68878	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Anopheles cruzii]
g19079.t1	XP_052862706.1	29.771	131	80	5	59	188	209	328	0.032	48.5	N/A	68878	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Anopheles cruzii]
g19079.t1	XP_052862706.1	30.000	120	71	5	87	206	139	245	0.043	47.8	N/A	68878	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Anopheles cruzii]
g19079.t1	XP_052862706.1	33.333	117	63	5	72	188	345	446	2.9	42.4	N/A	68878	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Anopheles cruzii]
g19079.t1	KAJ8684072.1	23.669	169	112	3	32	199	18	170	2.26e-05	57.8	N/A	131215	hypothetical protein QAD02_019864 [Eretmocerus hayati]
g19079.t1	WP_110410456.1	31.159	138	78	6	68	205	660	780	2.51e-05	57.8	N/A	169402	ankyrin repeat domain-containing protein [Wolbachia endosymbiont of Folsomia candida]
g19079.t1	WP_110410456.1	33.333	120	66	5	87	206	643	748	0.001	52.8	N/A	169402	ankyrin repeat domain-containing protein [Wolbachia endosymbiont of Folsomia candida]
g19079.t1	1N0R_A	31.061	132	74	6	72	203	4	118	3.56e-05	54.3	N/A	32644	Chain A, ankyrin repeats [unidentified]
g19079.t1	1N0R_A	33.333	105	57	5	109	212	3	95	0.001	50.1	N/A	32644	Chain A, ankyrin repeats [unidentified]
g19080.t1	WP_341751526.1	78.919	370	78	0	1	370	1	370	0.0	630	N/A	3066273	valine--tRNA ligase [Candidatus Tisiphia endosymbiont of Piscicola geometra]
g19080.t1	MDD9335425.1	78.649	370	79	0	1	370	1	370	0.0	629	N/A	2023360	valine--tRNA ligase [Rickettsiaceae bacterium]
g19080.t1	BFD46612.1	78.919	370	78	0	1	370	1	370	0.0	629	N/A	3113639	MAG: valine--tRNA ligase [Rickettsia endosymbiont of Sergentomyia squamirostris]
g19080.t1	WP_342259373.1	78.649	370	79	0	1	370	1	370	0.0	628	N/A	3066274	valine--tRNA ligase [Candidatus Tisiphia endosymbiont of Metellina segmentata]
g19080.t1	WP_341756478.1	78.649	370	79	0	1	370	1	370	0.0	628	N/A;N/A;N/A	2996318;3066263;3077926	MULTISPECIES: valine--tRNA ligase [unclassified Candidatus Tisiphia]
g19081.t1	KAJ6644955.1	79.592	147	26	1	1	147	1260	1402	9.09e-69	251	N/A	35572	Valine--tRNA ligase [Pseudolycoriella hygida]
g19081.t1	WP_375326531.1	82.812	128	22	0	1	128	463	590	2.06e-65	238	N/A	3077926	valine--tRNA ligase [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19081.t1	WP_341747900.1	82.031	128	23	0	1	128	463	590	1.38e-64	235	N/A	3066253	valine--tRNA ligase [Candidatus Tisiphia endosymbiont of Dascillus cervinus]
g19081.t1	MCC8417596.1	81.250	128	24	0	1	128	463	590	1.51e-64	235	N/A	2878922	valine--tRNA ligase [Rickettsia endosymbiont of Bryobia graminum]
g19081.t1	WP_375331967.1	81.250	128	24	0	1	128	463	590	1.87e-64	235	N/A	3139335	valine--tRNA ligase [Candidatus Tisiphia endosymbiont of Temnostethus pusillus]
g19082.t1	WP_341764598.1	78.099	242	53	0	1	242	105	346	3.88e-134	392	N/A	3066262	LD-carboxypeptidase [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19082.t1	WP_375327058.1	76.446	242	57	0	1	242	102	343	7.01e-133	389	N/A	3077926	LD-carboxypeptidase [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19082.t1	WP_367364819.1	71.250	240	69	0	2	241	81	320	2.88e-124	366	N/A	3139332	LD-carboxypeptidase [Candidatus Tisiphia endosymbiont of Nedyus quadrimaculatus]
g19082.t1	WP_410520723.1	70.833	240	70	0	2	241	81	320	1.85e-123	364	N/A;N/A	3066255;3066272	LD-carboxypeptidase [Candidatus Tisiphia endosymbiont of Dioctria rufipes]
g19082.t1	MDD9335103.1	70.539	241	71	0	2	242	24	264	7.79e-122	358	N/A	2023360	LD-carboxypeptidase [Rickettsiaceae bacterium]
g19083.t1	WP_341764418.1	76.636	107	21	1	1	103	1	107	1.02e-52	171	N/A	3066262	YbaB/EbfC family nucleoid-associated protein [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19083.t1	WP_375318978.1	75.701	107	22	1	1	103	1	107	7.30e-49	161	N/A	3077925	YbaB/EbfC family nucleoid-associated protein [Candidatus Tisiphia endosymbiont of Oplodontha viridula]
g19083.t1	MCC8417766.1	76.636	107	21	1	1	103	1	107	7.30e-49	161	N/A	2878922	YbaB/EbfC family nucleoid-associated protein [Rickettsia endosymbiont of Bryobia graminum]
g19083.t1	WP_341757067.1	75.701	107	22	1	1	103	1	107	1.96e-48	160	N/A;N/A;N/A	2996318;3066263;3077926	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [unclassified Candidatus Tisiphia]
g19083.t1	WP_094648943.1	74.766	107	23	1	1	103	1	107	3.18e-48	160	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	33988;1961830;2029164;2878921;2878926;2878927;3066260;3077926;3139334	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Rickettsieae]
g19084.t1	MCC8369095.1	75.000	368	92	0	2	369	6	373	0.0	562	N/A	2866308	NAD(P) transhydrogenase subunit alpha [Rickettsia endosymbiont of Oxypoda opaca]
g19084.t1	WP_341793392.1	75.272	368	91	0	2	369	6	373	0.0	560	N/A;N/A;N/A	114295;3066247;3066249	MULTISPECIES: NAD(P) transhydrogenase subunit alpha [unclassified Rickettsia]
g19084.t1	WP_342270074.1	75.272	368	91	0	2	369	6	373	0.0	560	N/A	3066250	NAD(P) transhydrogenase subunit alpha [Rickettsia endosymbiont of Orchestes rusci]
g19084.t1	WP_253308285.1	75.000	368	92	0	2	369	6	373	0.0	558	N/A	2884482	NAD(P) transhydrogenase subunit alpha [Rickettsia endosymbiont of Ceutorhynchus assimilis]
g19084.t1	WP_341788563.1	70.924	368	107	0	1	368	1	368	0.0	551	N/A;N/A;N/A	114295;3066269;3066270	MULTISPECIES: NAD(P) transhydrogenase subunit alpha [unclassified Rickettsia]
g19085.t1	WP_341763635.1	79.389	393	81	0	1	393	1	393	0.0	647	N/A	3066262	acetyl-CoA C-acyltransferase [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19085.t1	WP_341762429.1	77.099	393	90	0	1	393	1	393	0.0	641	N/A;N/A	2698648;3066261	acetyl-CoA C-acetyltransferase [Candidatus Tisiphia endosymbiont of Melanophora roralis]
