gene	sseqid	compartment	qcov	best_pid	best_eval
g13363	Bimp_SUPER_2	core_autosome	0.9440993788819876	47.273	2.09e-83
g13363	Bimp_SUPER_2	core_autosome	0.94824016563147	46.923	1.26e-32
g13363	Bimp_SUPER_2	core_autosome	0.7515527950310559	28.533	3.3899999999999996e-24
g13363	Bimp_SUPER_2	core_autosome	0.2401656314699793	37.984	2.29e-16
g13363	Bimp_SUPER_2	core_autosome	0.9461697722567288	35.519	2.1400000000000002e-29
g13363	Bimp_SUPER_2	core_autosome	0.9875776397515528	43.21	4.64e-47
g13363	Bimp_SUPER_3	core_autosome	0.7619047619047619	26.425	1.15e-16
g13363	Bimp_SUPER_3	core_autosome	0.9544513457556936	58.025	3.6800000000000005e-173
g13363	Bimp_SUPER_3	core_autosome	0.7515527950310559	28.533	3.5399999999999995e-24
g13363	Bimp_SUPER_3	core_autosome	0.9875776397515528	65.414	3.56e-155
g13363	Bimp_SUPER_3	core_autosome	0.9440993788819876	40.625	1.9099999999999998e-106
g13363	Bimp_SUPER_3	core_autosome	0.6997929606625258	27.746	3.65e-22
g13363	Bimp_SUPER_3	core_autosome	0.9358178053830227	26.285	2.6900000000000003e-31
g13363	Bimp_SUPER_GRC	GRC	0.94824016563147	50.0	5.4100000000000006e-31
g13363	Bimp_SUPER_GRC	GRC	0.2815734989648033	54.286	1.37e-23
g13363	Bimp_SUPER_GRC	GRC	0.7784679089026915	27.32	2.32e-19
g13363	Bimp_SUPER_GRC	GRC	0.9648033126293996	45.352	4.33e-102
g13363	Bimp_SUPER_GRC	GRC	0.5755693581780539	40.217	8.11e-18
g13363	Bimp_SUPER_GRC	GRC	0.7598343685300207	27.822	1.09e-17
g13363	Bimp_SUPER_GRC	GRC	0.9440993788819876	51.818	4.2e-78
g13363	Bimp_SUPER_GRC	GRC	0.5755693581780539	42.391	5.95e-19
g13363	Bimp_SUPER_GRC	GRC	0.7060041407867494	25.978	1.46e-15
g13363	Bimp_SUPER_GRC	GRC	0.7701863354037267	29.082	8.290000000000001e-26
g13363	Bimp_SUPER_GRC	GRC	0.9544513457556936	45.652	1.06e-58
g13363	Bimp_SUPER_GRC	GRC	0.9440993788819876	40.625	1.21e-105
g13363	Bimp_SUPER_GRC	GRC	0.7784679089026915	26.425	1.67e-19
g13363	Bimp_SUPER_GRC	GRC	0.7598343685300207	28.15	3.64e-20
g13363	Bimp_SUPER_GRC	GRC	0.9875776397515528	43.21	4.64e-47
g13363	Bimp_SUPER_GRC	GRC	0.9958592132505176	51.786	9.62e-62
g13363	Bimp_SUPER_GRC	GRC	0.9668737060041408	45.378	5.07e-84
g13363	Bimp_SUPER_GRC	GRC	0.8674948240165632	56.25	6.219999999999999e-48
g13363	Bimp_SUPER_GRC	GRC	0.9523809523809523	42.647	2.1899999999999997e-90
g13363	Bimp_SUPER_GRC	GRC	0.9523809523809523	78.448	2.5e-180
g13363	Bimp_SUPER_GRC	GRC	0.7784679089026915	27.32	4.4e-19
g13363	Bimp_SUPER_GRC	GRC	0.7308488612836439	41.899	8.239999999999999e-82
g13363	Bimp_SUPER_GRC	GRC	0.9668737060041408	44.538	1.27e-59
g13363	Bimp_SUPER_GRC	GRC	0.6997929606625258	28.035	9.479999999999999e-23
g13363	Bimp_SUPER_GRC	GRC	0.9503105590062112	53.913	5.21e-61
g13363	Bimp_SUPER_GRC	GRC	0.9565217391304348	45.378	2.29e-59
g13363	Bimp_SUPER_GRC	GRC	0.9440993788819876	51.818	2.48e-77
g13363	Bimp_SUPER_GRC	GRC	0.9627329192546584	90.265	0.0
g13363	Bimp_SUPER_GRC	GRC	0.9544513457556936	44.355	1.0800000000000001e-31
g13363	Bimp_SUPER_GRC	GRC	0.9772256728778468	41.35	2.6900000000000003e-47
g13363	Bimp_SUPER_GRC	GRC	0.6666666666666666	27.139	1.34e-15
g13363	Bimp_SUPER_GRC	GRC	0.9544513457556936	46.018	6.22e-34
g13363	Bimp_SUPER_GRC	GRC	0.7329192546583851	27.671	1.58e-22
g13363	Bimp_SUPER_GRC	GRC	0.7784679089026915	26.873	3.95e-19
g13363	Bimp_SUPER_GRC	GRC	0.7598343685300207	28.15	3.58e-20
g13363	Bimp_SUPER_GRC	GRC	0.7784679089026915	26.873	4.4e-19
g13363	Bimp_SUPER_GRC	GRC	0.7784679089026915	26.873	3.95e-19
g13363	Bimp_SUPER_X	X	0.9523809523809523	78.448	1.3499999999999999e-180
g13363	Bimp_SUPER_X	X	0.36853002070393376	39.683	1.8e-31
g13363	Bimp_SUPER_X	X	0.9875776397515528	64.762	2.37e-151
g13363	Bimp_SUPER_X	X	0.9751552795031055	41.772	6.32e-48
g13363	Bimp_SUPER_X	X	0.7598343685300207	27.822	2.12e-17
g13363	Bimp_SUPER_X	X	0.9668737060041408	45.378	2.89e-61
g13694	Bimp_SUPER_1	core_autosome	0.1483375959079284	67.241	7.14e-16
g13694	Bimp_SUPER_GRC	GRC	0.1483375959079284	67.241	7.27e-16
g13694	Bimp_SUPER_GRC	GRC	0.1483375959079284	67.241	8.47e-16
g17107	Bimp_SUPER_1	core_autosome	0.6431226765799256	36.188	2.7799999999999997e-52
g17107	Bimp_SUPER_1	core_autosome	0.550185873605948	47.855	1.56e-68
g17107	Bimp_SUPER_1	core_autosome	0.4646840148698885	50.0	1.8300000000000003e-21
g17107	Bimp_SUPER_1	core_autosome	0.5966542750929368	24.771	6.88e-12
g17107	Bimp_SUPER_1	core_autosome	0.6691449814126395	36.436	5.63e-57
g17107	Bimp_SUPER_1	core_autosome	0.5018587360594795	64.286	2.19e-53
g17107	Bimp_SUPER_1	core_autosome	0.40148698884758366	26.36	9.87e-15
g17107	Bimp_SUPER_1	core_autosome	0.20446096654275092	65.217	7e-14
g17107	Bimp_SUPER_1	core_autosome	0.5836431226765799	42.415	2.3600000000000003e-59
g17107	Bimp_SUPER_1	core_autosome	0.6356877323420075	38.592	6.48e-57
g17107	Bimp_SUPER_1	core_autosome	0.9888475836431226	49.107	2.21e-141
g17107	Bimp_SUPER_1	core_autosome	0.41263940520446096	40.26	2.15e-35
g17107	Bimp_SUPER_1	core_autosome	0.44609665427509293	30.204	6.55e-16
g17107	Bimp_SUPER_1	core_autosome	0.15985130111524162	87.931	4.0099999999999995e-34
g17107	Bimp_SUPER_1	core_autosome	0.6394052044609665	41.532	5.63e-51
g17107	Bimp_SUPER_1	core_autosome	0.6431226765799256	34.857	1.57e-53
g17107	Bimp_SUPER_1	core_autosome	0.9888475836431226	56.957	2.73e-178
g17107	Bimp_SUPER_1	core_autosome	0.16171003717472118	40.23	7.79e-14
g17107	Bimp_SUPER_1	core_autosome	0.6784386617100372	52.116	5.27e-105
g17107	Bimp_SUPER_1	core_autosome	0.45353159851301117	27.138	1.87e-14
g17107	Bimp_SUPER_2	core_autosome	0.9888475836431226	35.054	3.38e-52
g17107	Bimp_SUPER_2	core_autosome	0.5185873605947955	48.684	1.06e-30
g17107	Bimp_SUPER_2	core_autosome	0.9888475836431226	58.982	9.89e-112
g17107	Bimp_SUPER_2	core_autosome	0.6765799256505576	45.722	1.72e-83
g17107	Bimp_SUPER_2	core_autosome	0.6431226765799256	36.141	6.57e-58
g17107	Bimp_SUPER_2	core_autosome	0.6691449814126395	36.436	5.03e-57
g17107	Bimp_SUPER_2	core_autosome	0.9609665427509294	79.851	2.37e-149
g17107	Bimp_SUPER_2	core_autosome	0.4349442379182156	25.498	1.72e-13
g17107	Bimp_SUPER_2	core_autosome	0.5130111524163569	28.975	2.17e-15
g17107	Bimp_SUPER_2	core_autosome	0.6691449814126395	39.791	4.2499999999999997e-69
g17107	Bimp_SUPER_3	core_autosome	0.44609665427509293	29.644	3.6e-16
g17107	Bimp_SUPER_3	core_autosome	0.5780669144981413	50.0	1.86e-21
g17107	Bimp_SUPER_3	core_autosome	0.35687732342007433	28.205	4.04e-11
g17107	Bimp_SUPER_3	core_autosome	0.4349442379182156	25.498	2.45e-13
g17107	Bimp_SUPER_3	core_autosome	0.29182156133828996	62.319	3.0099999999999997e-25
g17107	Bimp_SUPER_3	core_autosome	0.44609665427509293	30.12	2.1e-16
g17107	Bimp_SUPER_3	core_autosome	0.6431226765799256	36.413	6.47e-59
g17107	Bimp_SUPER_3	core_autosome	0.3513011152416357	31.683	5.55e-16
g17107	Bimp_SUPER_3	core_autosome	0.6691449814126395	45.822	1.52e-84
g17107	Bimp_SUPER_3	core_autosome	0.6449814126394052	36.088	4.92e-52
g17107	Bimp_SUPER_3	core_autosome	0.6356877323420075	38.592	6.48e-57
g17107	Bimp_SUPER_3	core_autosome	0.20631970260223048	40.351	2.86e-17
g17107	Bimp_SUPER_3	core_autosome	0.3513011152416357	31.683	9.27e-16
g17107	Bimp_SUPER_3	core_autosome	0.30855018587360594	36.571	3.74e-14
g17107	Bimp_SUPER_3	core_autosome	0.5055762081784386	23.649	1.62e-11
g17107	Bimp_SUPER_3	core_autosome	0.4646840148698885	33.083	9.16e-26
g17107	Bimp_SUPER_GRC	GRC	0.379182156133829	28.505	7.93e-14
g17107	Bimp_SUPER_GRC	GRC	0.44981412639405205	44.664	4.9499999999999996e-54
g17107	Bimp_SUPER_GRC	GRC	0.379182156133829	29.439	4.48e-14
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.413	7.0400000000000005e-59
g17107	Bimp_SUPER_GRC	GRC	0.9349442379182156	45.217	1.51e-64
g17107	Bimp_SUPER_GRC	GRC	0.44609665427509293	30.612	3.16e-16
g17107	Bimp_SUPER_GRC	GRC	0.5037174721189591	36.644	6.85e-51
g17107	Bimp_SUPER_GRC	GRC	0.4349442379182156	25.498	2.79e-13
g17107	Bimp_SUPER_GRC	GRC	0.45724907063197023	60.317	5.03e-89
g17107	Bimp_SUPER_GRC	GRC	0.44609665427509293	29.528	4.96e-16
g17107	Bimp_SUPER_GRC	GRC	0.44609665427509293	30.204	6e-16
g17107	Bimp_SUPER_GRC	GRC	0.4349442379182156	25.896	1.02e-13
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.389	1.47e-54
g17107	Bimp_SUPER_GRC	GRC	0.5985130111524164	24.926	6.53e-11
g17107	Bimp_SUPER_GRC	GRC	0.44609665427509293	30.204	5.62e-15
g17107	Bimp_SUPER_GRC	GRC	0.6672862453531598	39.474	2.34e-48
g17107	Bimp_SUPER_GRC	GRC	0.3940520446096654	79.167	4.91e-63
g17107	Bimp_SUPER_GRC	GRC	0.6840148698884758	36.243	1.0300000000000001e-57
g17107	Bimp_SUPER_GRC	GRC	0.362453531598513	27.149	1.06e-14
g17107	Bimp_SUPER_GRC	GRC	0.6691449814126395	38.133	1.6e-65
g17107	Bimp_SUPER_GRC	GRC	0.4646840148698885	32.707	1.5299999999999999e-24
g17107	Bimp_SUPER_GRC	GRC	0.4163568773234201	45.217	4.92e-52
g17107	Bimp_SUPER_GRC	GRC	0.4646840148698885	32.331	1.32e-24
g17107	Bimp_SUPER_GRC	GRC	0.3680297397769517	40.704	4.01e-30
g17107	Bimp_SUPER_GRC	GRC	0.28066914498141265	39.752	2.82e-21
g17107	Bimp_SUPER_GRC	GRC	0.6617100371747212	33.077	3.84e-54
g17107	Bimp_SUPER_GRC	GRC	0.9349442379182156	40.779	6.9e-62
g17107	Bimp_SUPER_GRC	GRC	0.4163568773234201	43.697	1.88e-51
g17107	Bimp_SUPER_GRC	GRC	0.5130111524163569	27.562	4.98e-13
g17107	Bimp_SUPER_GRC	GRC	0.3587360594795539	29.146	1.39e-12
g17107	Bimp_SUPER_GRC	GRC	0.45353159851301117	26.692	2.21e-15
g17107	Bimp_SUPER_GRC	GRC	0.6486988847583643	37.079	2.36e-60
g17107	Bimp_SUPER_GRC	GRC	0.587360594795539	43.293	4.55e-67
g17107	Bimp_SUPER_GRC	GRC	0.31226765799256506	47.253	2.07e-35
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	35.87	2.94e-57
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.141	2.7100000000000002e-58
g17107	Bimp_SUPER_GRC	GRC	0.6449814126394052	36.088	6.96e-52
g17107	Bimp_SUPER_GRC	GRC	0.6877323420074349	39.075	1.93e-64
g17107	Bimp_SUPER_GRC	GRC	0.5966542750929368	24.771	2.16e-11
g17107	Bimp_SUPER_GRC	GRC	0.6691449814126395	39.683	4.37e-69
g17107	Bimp_SUPER_GRC	GRC	0.6691449814126395	35.904	3.4999999999999995e-55
g17107	Bimp_SUPER_GRC	GRC	0.7602230483271375	26.855	1.8e-13
g17107	Bimp_SUPER_GRC	GRC	0.6449814126394052	36.723	1.2500000000000001e-58
g17107	Bimp_SUPER_GRC	GRC	0.5055762081784386	23.986	7.73e-13
g17107	Bimp_SUPER_GRC	GRC	0.20260223048327136	45.872	5.28e-14
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.141	2.1000000000000002e-58
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.141	2.81e-58
g17107	Bimp_SUPER_GRC	GRC	0.6617100371747212	32.821	2.9799999999999998e-53
g17107	Bimp_SUPER_GRC	GRC	0.44609665427509293	29.482	3.13e-16
g17107	Bimp_SUPER_GRC	GRC	0.2936802973977695	48.0	1.26e-18
g17107	Bimp_SUPER_GRC	GRC	0.6356877323420075	23.12	9.45e-11
g17107	Bimp_SUPER_GRC	GRC	0.3680297397769517	41.709	8.13e-31
g17107	Bimp_SUPER_GRC	GRC	0.3345724907063197	30.159	1.76e-14
g17107	Bimp_SUPER_GRC	GRC	0.6691449814126395	38.133	8.070000000000001e-65
g17107	Bimp_SUPER_GRC	GRC	0.6691449814126395	39.628	1.2400000000000001e-65
g17107	Bimp_SUPER_GRC	GRC	0.9349442379182156	39.529	1.21e-67
g17107	Bimp_SUPER_GRC	GRC	0.4163568773234201	45.217	4.92e-52
g17107	Bimp_SUPER_GRC	GRC	0.6356877323420075	38.028	5.84e-57
g17107	Bimp_SUPER_GRC	GRC	0.40148698884758366	25.62	3.21e-13
g17107	Bimp_SUPER_GRC	GRC	1.0	80.705	0.0
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.141	2.1000000000000002e-58
g17107	Bimp_SUPER_GRC	GRC	0.6431226765799256	36.413	7.0400000000000005e-59
g17107	Bimp_SUPER_GRC	GRC	0.3643122676579926	28.704	5.84e-12
g17107	Bimp_SUPER_GRC	GRC	0.5817843866171004	26.183	2.23e-14
g17107	Bimp_SUPER_GRC	GRC	0.28066914498141265	56.604	9.05e-16
g17107	Bimp_SUPER_GRC	GRC	0.6877323420074349	39.075	6.68e-65
g17107	Bimp_SUPER_GRC	GRC	0.5650557620817844	39.61	1.72e-57
g17107	Bimp_SUPER_GRC	GRC	0.6691449814126395	41.039	7.560000000000001e-63
g17107	Bimp_SUPER_GRC	GRC	0.9944237918215614	56.801	6.26e-176
g17107	Bimp_SUPER_GRC_unloc_1	GRC	0.3680297397769517	41.709	4.260000000000001e-31
g17107	Bimp_SUPER_GRC_unloc_12	GRC	0.3680297397769517	41.709	4.24e-31
g17107	Bimp_SUPER_GRC_unloc_14	GRC	0.3680297397769517	41.709	3.87e-31
g17107	Bimp_SUPER_GRC_unloc_47	GRC	0.3680297397769517	41.709	3.85e-31
g17107	Bimp_SUPER_GRC_unloc_9	GRC	0.3680297397769517	41.709	3.88e-31
g17107	Bimp_SUPER_X	X	0.12825278810408922	76.923	1.99e-14
g17107	Bimp_SUPER_X	X	0.35315985130111527	25.234	1.01e-13
g17107	Bimp_SUPER_X	X	0.5966542750929368	24.771	1.27e-11
g17107	Bimp_SUPER_X	X	0.4163568773234201	43.277	6.19e-53
g17107	Bimp_SUPER_X	X	0.4163568773234201	45.217	4.8299999999999996e-52
g17107	Bimp_SUPER_X	X	0.9349442379182156	46.361	2.82e-85
g17107	Bimp_SUPER_X	X	0.3680297397769517	41.709	4.39e-31
g17107	Bimp_SUPER_X	X	0.6765799256505576	45.722	1.69e-83
g17107	Bimp_SUPER_X	X	0.39219330855018586	26.923	2.06e-14
g17107	Bimp_SUPER_X	X	0.6431226765799256	34.857	1.21e-53
g17107	Bimp_SUPER_X	X	0.6691449814126395	46.361	1.43e-82
g17107	Bimp_SUPER_X	X	0.3680297397769517	41.709	4.230000000000001e-31
g17107	Bimp_SUPER_X	X	0.6579925650557621	42.276	4.79e-75
g17107	Bimp_SUPER_X	X	0.5780669144981413	48.428	3.07e-72
g17107	Bimp_SUPER_X	X	0.5910780669144982	38.344	1.4499999999999998e-54
g17107	Bimp_SUPER_X	X	0.6691449814126395	39.418	3.79e-69
g17107	Bimp_SUPER_X	X	0.6579925650557621	42.547	1.3500000000000001e-75
g17107	Bimp_SUPER_X	X	0.35687732342007433	28.718	5.36e-11
g17107	Bimp_SUPER_X	X	0.4349442379182156	25.1	6.73e-13
g17107	Bimp_SUPER_X	X	0.5985130111524164	24.926	7.24e-11
g18444	Bimp_SUPER_X	X	0.9005524861878453	100.0	1.88e-50
g19161	Bimp_SUPER_1	core_autosome	0.5257731958762887	40.566	3.07e-14
g491	Bimp_SUPER_1	core_autosome	0.6763636363636364	32.243	1.3900000000000001e-21
g491	Bimp_SUPER_1	core_autosome	0.5709090909090909	31.818	9.35e-14
g491	Bimp_SUPER_1	core_autosome	0.6690909090909091	31.746	7.78e-18
g491	Bimp_SUPER_1	core_autosome	0.6727272727272727	33.173	6.39e-24
g491	Bimp_SUPER_1	core_autosome	0.6836363636363636	43.158	8.450000000000001e-47
g491	Bimp_SUPER_1	core_autosome	0.6	45.882	4.6e-28
g491	Bimp_SUPER_1	core_autosome	0.6909090909090909	33.019	1.05e-25
g491	Bimp_SUPER_2	core_autosome	0.7163636363636363	64.975	1.38e-83
g491	Bimp_SUPER_2	core_autosome	0.6727272727272727	34.715	3.74e-18
g491	Bimp_SUPER_2	core_autosome	0.6690909090909091	27.0	6.11e-15
g491	Bimp_SUPER_2	core_autosome	0.6763636363636364	30.0	2.8400000000000003e-21
g491	Bimp_SUPER_2	core_autosome	0.5854545454545454	31.548	1.14e-17
g491	Bimp_SUPER_3	core_autosome	0.6727272727272727	33.679	1.05e-18
g491	Bimp_SUPER_3	core_autosome	0.64	33.333	6.75e-22
g491	Bimp_SUPER_3	core_autosome	0.6909090909090909	40.625	1.67e-44
g491	Bimp_SUPER_3	core_autosome	0.6727272727272727	31.606	4.42e-17
g491	Bimp_SUPER_3	core_autosome	0.9127272727272727	83.673	2.24e-112
g491	Bimp_SUPER_GRC	GRC	0.5781818181818181	30.857	4.14e-17
g491	Bimp_SUPER_GRC	GRC	0.6945454545454546	32.547	8.41e-24
g491	Bimp_SUPER_GRC	GRC	0.6909090909090909	32.547	8.41e-24
g491	Bimp_SUPER_GRC	GRC	0.5709090909090909	30.864	2.98e-14
g491	Bimp_SUPER_GRC	GRC	0.6727272727272727	31.606	4.42e-17
g491	Bimp_SUPER_GRC	GRC	0.5818181818181818	61.25	4.21e-57
g491	Bimp_SUPER_GRC	GRC	0.45454545454545453	40.625	1.94e-13
g491	Bimp_SUPER_GRC	GRC	0.6909090909090909	41.146	9.8e-46
g491	Bimp_SUPER_X	X	0.6836363636363636	43.158	8.86e-47
g491	Bimp_SUPER_X	X	0.6727272727272727	33.679	2.77e-18
g491	Bimp_SUPER_X	X	0.6727272727272727	34.715	3.88e-18
g596	Bimp_SUPER_1	core_autosome	0.7310344827586207	31.707	7.610000000000001e-57
g596	Bimp_SUPER_1	core_autosome	0.9379310344827586	59.444	8.42e-129
g596	Bimp_SUPER_1	core_autosome	0.6189655172413793	35.945	9.71e-31
g596	Bimp_SUPER_1	core_autosome	0.6793103448275862	32.045	9.54e-53
g596	Bimp_SUPER_1	core_autosome	0.29482758620689653	56.25	2.3699999999999998e-23
g596	Bimp_SUPER_1	core_autosome	0.5775862068965517	49.565	3.74e-64
g596	Bimp_SUPER_1	core_autosome	0.4879310344827586	62.544	2.7e-104
g596	Bimp_SUPER_2	core_autosome	0.6758620689655173	72.152	1.31e-109
g596	Bimp_SUPER_2	core_autosome	0.4482758620689655	78.846	1.07e-124
g596	Bimp_SUPER_2	core_autosome	0.4724137931034483	81.022	6.98e-137
g596	Bimp_SUPER_2	core_autosome	0.6741379310344827	81.818	1.07e-128
g596	Bimp_SUPER_2	core_autosome	0.5706896551724138	36.667	4.15e-25
g596	Bimp_SUPER_2	core_autosome	0.5706896551724138	36.667	4.15e-25
g596	Bimp_SUPER_2	core_autosome	0.653448275862069	36.478	2.62e-28
g596	Bimp_SUPER_2	core_autosome	0.6982758620689655	57.389	9.02e-148
g596	Bimp_SUPER_2	core_autosome	0.696551724137931	57.389	7.1599999999999995e-146
g596	Bimp_SUPER_2	core_autosome	0.8448275862068966	60.337	6.71e-162
g596	Bimp_SUPER_2	core_autosome	0.6431034482758621	37.611	1.9000000000000001e-59
g596	Bimp_SUPER_3	core_autosome	0.6448275862068965	38.889	3.4e-49
g596	Bimp_SUPER_3	core_autosome	0.5706896551724138	36.667	2.96e-25
g596	Bimp_SUPER_3	core_autosome	0.6706896551724137	31.401	4.91e-56
g596	Bimp_SUPER_3	core_autosome	0.5706896551724138	35.833	3.15e-25
g596	Bimp_SUPER_3	core_autosome	0.7172413793103448	60.577	9.38e-161
g596	Bimp_SUPER_3	core_autosome	0.7603448275862069	57.848	2.36e-157
g596	Bimp_SUPER_3	core_autosome	0.6706896551724137	30.918	1.26e-54
g596	Bimp_SUPER_GRC	GRC	0.6362068965517241	35.23	1.45e-53
g596	Bimp_SUPER_GRC	GRC	0.7120689655172414	32.273	1.26e-60
g596	Bimp_SUPER_GRC	GRC	0.7603448275862069	57.399	1.44e-156
g596	Bimp_SUPER_GRC	GRC	0.6448275862068965	36.096	3.14e-63
g596	Bimp_SUPER_X	X	0.8448275862068966	60.577	7.93e-163
g596	Bimp_SUPER_X	X	0.8586206896551725	67.742	2.0799999999999997e-176
g596	Bimp_SUPER_X	X	0.5327586206896552	38.235	1.2700000000000001e-37
g596	Bimp_SUPER_X	X	0.603448275862069	36.607	1.37e-31
g596	SCAFFOLD_290		0.6448275862068965	35.768	1.63e-62
g596	SCAFFOLD_311		0.9379310344827586	59.444	7.94e-129
g6396	Bimp_SUPER_1	core_autosome	0.9823182711198428	27.425	2.04e-47
g6396	Bimp_SUPER_1	core_autosome	0.9783889980353635	30.829	1.4800000000000001e-58
g6396	Bimp_SUPER_1	core_autosome	0.7956777996070727	33.333	4.660000000000001e-27
g6396	Bimp_SUPER_1	core_autosome	0.8546168958742633	32.522	1.83e-61
g6396	Bimp_SUPER_1	core_autosome	0.9096267190569745	30.266	1.65e-55
g6396	Bimp_SUPER_1	core_autosome	0.7485265225933202	45.556	5.64e-39
g6396	Bimp_SUPER_1	core_autosome	0.9980353634577603	31.793	1.88e-66
g6396	Bimp_SUPER_1	core_autosome	0.8546168958742633	31.878	1.5200000000000002e-57
g6396	Bimp_SUPER_1	core_autosome	0.9803536345776032	30.214	6.6e-58
g6396	Bimp_SUPER_1	core_autosome	0.9528487229862476	26.397	3.79e-39
g6396	Bimp_SUPER_1	core_autosome	0.7229862475442044	27.11	9.509999999999999e-34
g6396	Bimp_SUPER_1	core_autosome	0.8919449901768173	31.393	3.68e-62
g6396	Bimp_SUPER_1	core_autosome	0.35363457760314343	29.592	6.36e-20
g6396	Bimp_SUPER_1	core_autosome	0.762278978388998	39.007	1.8199999999999999e-34
g6396	Bimp_SUPER_2	core_autosome	0.7347740667976425	27.361	9.51e-28
g6396	Bimp_SUPER_2	core_autosome	0.34970530451866405	29.442	7.59e-20
g6396	Bimp_SUPER_2	core_autosome	0.9980353634577603	34.815	3.11e-40
g6396	Bimp_SUPER_2	core_autosome	0.5481335952848723	25.0	1e-10
g6396	Bimp_SUPER_2	core_autosome	0.9764243614931237	29.75	5.1699999999999996e-54
g6396	Bimp_SUPER_2	core_autosome	0.7347740667976425	28.193	9.880000000000001e-26
g6396	Bimp_SUPER_2	core_autosome	0.7996070726915521	30.714	2.7699999999999996e-48
g6396	Bimp_SUPER_2	core_autosome	0.7996070726915521	30.952	1.28e-49
g6396	Bimp_SUPER_3	core_autosome	0.7347740667976425	26.57	9.130000000000001e-27
g6396	Bimp_SUPER_3	core_autosome	0.8526522593320236	30.105	2.26e-50
g6396	Bimp_SUPER_3	core_autosome	0.7956777996070727	31.556	2.6e-45
g6396	Bimp_SUPER_3	core_autosome	0.4263261296660118	27.074	3.04e-12
g6396	Bimp_SUPER_GRC	GRC	0.8526522593320236	29.204	1.4200000000000001e-44
g6396	Bimp_SUPER_GRC	GRC	0.7858546168958742	34.532	4.8399999999999994e-61
g6396	Bimp_SUPER_GRC	GRC	0.7956777996070727	21.831	1.42e-15
g6396	Bimp_SUPER_GRC	GRC	0.3831041257367387	32.057	3.23e-26
g6396	Bimp_SUPER_GRC	GRC	0.93713163064833	45.833	3.0700000000000004e-124
g6396	Bimp_SUPER_GRC	GRC	0.962671905697446	42.857	1.4000000000000001e-43
g6396	Bimp_SUPER_GRC	GRC	0.9528487229862476	30.488	1.1099999999999999e-54
g6396	Bimp_SUPER_GRC	GRC	0.5540275049115914	25.342	2.71e-14
g6396	Bimp_SUPER_GRC	GRC	0.5206286836935167	30.909	2.1099999999999998e-30
g6396	Bimp_SUPER_GRC	GRC	0.3320235756385069	28.042	1.48e-15
g6396	Bimp_SUPER_GRC	GRC	0.9037328094302554	42.647	5.78e-80
g6396	Bimp_SUPER_GRC	GRC	0.8781925343811395	41.406	2.04e-50
g6396	Bimp_SUPER_GRC	GRC	0.9901768172888016	43.208	1.5e-121
g6396	Bimp_SUPER_GRC	GRC	0.9941060903732809	42.561	1.17e-127
